,pq_id,passage,question,text
1667,21:30-35_481,أولم ير الذين كفروا أن السماوات والأرض كانتا رتقا ففتقناهما وجعلنا من الماء كل شيء حي أفلا يؤمنون. وجعلنا في الأرض رواسي أن تميد بهم وجعلنا فيها فجاجا سبلا لعلهم يهتدون. وجعلنا السماء سقفا محفوظا وهم عن آياتها معرضون. وهو الذي خلق الليل والنهار والشمس والقمر كل في فلك يسبحون. وما جعلنا لبشر من قبلك الخلد أفإن مت فهم الخالدون. كل نفس ذائقة الموت ونبلوكم بالشر والخير فتنة وإلينا ترجعون.,دليل قرآن أرض كروي,الليل والنهار والشمس والقمر كل في فلك يسبحون
1668,22:58-66_21:30-35_481,والذين هاجروا في سبيل الله ثم قتلوا أو ماتوا ليرزقنهم الله رزقا حسنا وإن الله لهو خير الرازقين. ليدخلنهم مدخلا يرضونه وإن الله لعليم حليم. ذلك ومن عاقب بمثل ما عوقب به ثم بغي عليه لينصرنه الله إن الله لعفو غفور. ذلك بأن الله يولج الليل في النهار ويولج النهار في الليل وأن الله سميع بصير. ذلك بأن الله هو الحق وأن ما يدعون من دونه هو الباطل وأن الله هو العلي الكبير. ألم تر أن الله أنزل من السماء ماء فتصبح الأرض مخضرة إن الله لطيف خبير. له ما في السماوات وما في الأرض وإن الله لهو الغني الحميد. ألم تر أن الله سخر لكم ما في الأرض والفلك تجري في البحر بأمره ويمسك السماء أن تقع على الأرض إلا بإذنه إن الله بالناس لرءوف رحيم. وهو الذي أحياكم ثم يميتكم ثم يحييكم إن الإنسان لكفور.,دليل قرآن أرض كروي,الله يولج الليل في النهار ويولج النهار في الليل
1669,31:29-32_21:30-35_481,ألم تر أن الله يولج الليل في النهار ويولج النهار في الليل وسخر الشمس والقمر كل يجري إلى أجل مسمى وأن الله بما تعملون خبير. ذلك بأن الله هو الحق وأن ما يدعون من دونه الباطل وأن الله هو العلي الكبير. ألم تر أن الفلك تجري في البحر بنعمت الله ليريكم من آياته إن في ذلك لآيات لكل صبار شكور. وإذا غشيهم موج كالظلل دعوا الله مخلصين له الدين فلما نجاهم إلى البر فمنهم مقتصد وما يجحد بآياتنا إلا كل ختار كفور.,دليل قرآن أرض كروي,الله يولج الليل في النهار ويولج النهار في الليل
1670,35:12-14_21:30-35_481,وما يستوي البحران هذا عذب فرات سائغ شرابه وهذا ملح أجاج ومن كل تأكلون لحما طريا وتستخرجون حلية تلبسونها وترى الفلك فيه مواخر لتبتغوا من فضله ولعلكم تشكرون. يولج الليل في النهار ويولج النهار في الليل وسخر الشمس والقمر كل يجري لأجل مسمى ذلكم الله ربكم له الملك والذين تدعون من دونه ما يملكون من قطمير. إن تدعوهم لا يسمعوا دعاءكم ولو سمعوا ما استجابوا لكم ويوم القيامة يكفرون بشرككم ولا ينبئك مثل خبير.,دليل قرآن أرض كروي,يولج الليل في النهار ويولج النهار في الليل
1671,36:33-47_21:30-35_481,وآية لهم الأرض الميتة أحييناها وأخرجنا منها حبا فمنه يأكلون. وجعلنا فيها جنات من نخيل وأعناب وفجرنا فيها من العيون. ليأكلوا من ثمره وما عملته أيديهم أفلا يشكرون. سبحان الذي خلق الأزواج كلها مما تنبت الأرض ومن أنفسهم ومما لا يعلمون. وآية لهم الليل نسلخ منه النهار فإذا هم مظلمون. والشمس تجري لمستقر لها ذلك تقدير العزيز العليم. والقمر قدرناه منازل حتى عاد كالعرجون القديم. لا الشمس ينبغي لها أن تدرك القمر ولا الليل سابق النهار وكل في فلك يسبحون. وآية لهم أنا حملنا ذريتهم في الفلك المشحون. وخلقنا لهم من مثله ما يركبون. وإن نشأ نغرقهم فلا صريخ لهم ولا هم ينقذون. إلا رحمة منا ومتاعا إلى حين. وإذا قيل لهم اتقوا ما بين أيديكم وما خلفكم لعلكم ترحمون. وما تأتيهم من آية من آيات ربهم إلا كانوا عنها معرضين. وإذا قيل لهم أنفقوا مما رزقكم الله قال الذين كفروا للذين آمنوا أنطعم من لو يشاء الله أطعمه إن أنتم إلا في ضلال مبين.,دليل قرآن أرض كروي,آية لهم الليل نسلخ منه النهار فإذا هم مظلمون. والشمس تجري لمستقر لها ذلك تقدير العزيز العليم. والقمر قدرناه منازل حتى عاد كالعرجون القديم. لا الشمس ينبغي لها أن تدرك القمر ولا الليل سابق النهار وكل في فلك يسبحون
1672,39:1-5_21:30-35_481,تنزيل الكتاب من الله العزيز الحكيم. إنا أنزلنا إليك الكتاب بالحق فاعبد الله مخلصا له الدين. ألا لله الدين الخالص والذين اتخذوا من دونه أولياء ما نعبدهم إلا ليقربونا إلى الله زلفى إن الله يحكم بينهم في ما هم فيه يختلفون إن الله لا يهدي من هو كاذب كفار. لو أراد الله أن يتخذ ولدا لاصطفى مما يخلق ما يشاء سبحانه هو الله الواحد القهار. خلق السماوات والأرض بالحق يكور الليل على النهار ويكور النهار على الليل وسخر الشمس والقمر كل يجري لأجل مسمى ألا هو العزيز الغفار.,دليل قرآن أرض كروي,يكور الليل على النهار ويكور النهار على الليل
1673,57:1-6_21:30-35_481,سبح لله ما في السماوات والأرض وهو العزيز الحكيم. له ملك السماوات والأرض يحيي ويميت وهو على كل شيء قدير. هو الأول والآخر والظاهر والباطن وهو بكل شيء عليم. هو الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش يعلم ما يلج في الأرض وما يخرج منها وما ينزل من السماء وما يعرج فيها وهو معكم أين ما كنتم والله بما تعملون بصير. له ملك السماوات والأرض وإلى الله ترجع الأمور. يولج الليل في النهار ويولج النهار في الليل وهو عليم بذات الصدور.,دليل قرآن أرض كروي,يولج الليل في النهار ويولج النهار في الليل
1674,21:78-82_203,وداوود وسليمان إذ يحكمان في الحرث إذ نفشت فيه غنم القوم وكنا لحكمهم شاهدين. ففهمناها سليمان وكلا آتينا حكما وعلما وسخرنا مع داوود الجبال يسبحن والطير وكنا فاعلين. وعلمناه صنعة لبوس لكم لتحصنكم من بأسكم فهل أنتم شاكرون. ولسليمان الريح عاصفة تجري بأمره إلى الأرض التي باركنا فيها وكنا بكل شيء عالمين. ومن الشياطين من يغوصون له ويعملون عملا دون ذلك وكنا لهم حافظين.,نبي تحدث لغة طير حيوان,داوود
1675,27:15-22_21:78-82_203,ولقد آتينا داوود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين. وورث سليمان داوود وقال يا أيها الناس علمنا منطق الطير وأوتينا من كل شيء إن هذا لهو الفضل المبين. وحشر لسليمان جنوده من الجن والإنس والطير فهم يوزعون. حتى إذا أتوا على واد النمل قالت نملة يا أيها النمل ادخلوا مساكنكم لا يحطمنكم سليمان وجنوده وهم لا يشعرون. فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين. وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين. لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين. فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين.,نبي تحدث لغة طير حيوان,سليمان
1676,27:15-22_21:78-82_203,ولقد آتينا داوود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين. وورث سليمان داوود وقال يا أيها الناس علمنا منطق الطير وأوتينا من كل شيء إن هذا لهو الفضل المبين. وحشر لسليمان جنوده من الجن والإنس والطير فهم يوزعون. حتى إذا أتوا على واد النمل قالت نملة يا أيها النمل ادخلوا مساكنكم لا يحطمنكم سليمان وجنوده وهم لا يشعرون. فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين. وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين. لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين. فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين.,نبي تحدث لغة طير حيوان,داوود
1677,21:83-86_576,وأيوب إذ نادى ربه أني مسني الضر وأنت أرحم الراحمين. فاستجبنا له فكشفنا ما به من ضر وآتيناه أهله ومثلهم معهم رحمة من عندنا وذكرى للعابدين. وإسماعيل وإدريس وذا الكفل كل من الصابرين. وأدخلناهم في رحمتنا إنهم من الصالحين.,نبي مشهور صف صبر,أيوب
1678,38:41-44_21:83-86_576,واذكر عبدنا أيوب إذ نادى ربه أني مسني الشيطان بنصب وعذاب. اركض برجلك هذا مغتسل بارد وشراب. ووهبنا له أهله ومثلهم معهم رحمة منا وذكرى لأولي الألباب. وخذ بيدك ضغثا فاضرب به ولا تحنث إنا وجدناه صابرا نعم العبد إنه أواب.,نبي مشهور صف صبر,أيوب
1679,21:87-88_425,وذا النون إذ ذهب مغاضبا فظن أن لن نقدر عليه فنادى في الظلمات أن لا إله إلا أنت سبحانك إني كنت من الظالمين. فاستجبنا له ونجيناه من الغم وكذلك ننجي المؤمنين.,حدث سيد يونس طن حوت,نادى في الظلمات أن لا إله إلا أنت سبحانك إني كنت من الظالمين. فاستجبنا له ونجيناه من الغم
1680,37:139-148_21:87-88_425,وإن يونس لمن المرسلين. إذ أبق إلى الفلك المشحون. فساهم فكان من المدحضين. فالتقمه الحوت وهو مليم. فلولا أنه كان من المسبحين. للبث في بطنه إلى يوم يبعثون. فنبذناه بالعراء وهو سقيم. وأنبتنا عليه شجرة من يقطين. وأرسلناه إلى مائة ألف أو يزيدون. فآمنوا فمتعناهم إلى حين.,حدث سيد يونس طن حوت,لولا أنه كان من المسبحين. للبث في بطنه إلى يوم يبعثون. فنبذناه بالعراء وهو سقيم. وأنبتنا عليه شجرة من يقطين. وأرسلناه إلى مائة ألف أو يزيدون. فآمنوا فمتعناهم إلى حين
1681,68:48-52_21:87-88_425,فاصبر لحكم ربك ولا تكن كصاحب الحوت إذ نادى وهو مكظوم. لولا أن تداركه نعمة من ربه لنبذ بالعراء وهو مذموم. فاجتباه ربه فجعله من الصالحين. وإن يكاد الذين كفروا ليزلقونك بأبصارهم لما سمعوا الذكر ويقولون إنه لمجنون. وما هو إلا ذكر للعالمين.,حدث سيد يونس طن حوت,نادى وهو مكظوم. لولا أن تداركه نعمة من ربه لنبذ بالعراء وهو مذموم. فاجتباه ربه فجعله من الصالحين
1682,24:2-5_815,الزانية والزاني فاجلدوا كل واحد منهما مائة جلدة ولا تأخذكم بهما رأفة في دين الله إن كنتم تؤمنون بالله واليوم الآخر وليشهد عذابهما طائفة من المؤمنين. الزاني لا ينكح إلا زانية أو مشركة والزانية لا ينكحها إلا زان أو مشرك وحرم ذلك على المؤمنين. والذين يرمون المحصنات ثم لم يأتوا بأربعة شهداء فاجلدوهم ثمانين جلدة ولا تقبلوا لهم شهادة أبدا وأولئك هم الفاسقون. إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم.,عقوبة رمي محصن غير دليل,اجلدوهم ثمانين جلدة
1683,24:2-5_815,الزانية والزاني فاجلدوا كل واحد منهما مائة جلدة ولا تأخذكم بهما رأفة في دين الله إن كنتم تؤمنون بالله واليوم الآخر وليشهد عذابهما طائفة من المؤمنين. الزاني لا ينكح إلا زانية أو مشركة والزانية لا ينكحها إلا زان أو مشرك وحرم ذلك على المؤمنين. والذين يرمون المحصنات ثم لم يأتوا بأربعة شهداء فاجلدوهم ثمانين جلدة ولا تقبلوا لهم شهادة أبدا وأولئك هم الفاسقون. إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم.,عقوبة رمي محصن غير دليل,لا تقبلوا لهم شهادة أبدا
1684,24:6-10_24:2-5_815,والذين يرمون أزواجهم ولم يكن لهم شهداء إلا أنفسهم فشهادة أحدهم أربع شهادات بالله إنه لمن الصادقين. والخامسة أن لعنت الله عليه إن كان من الكاذبين. ويدرأ عنها العذاب أن تشهد أربع شهادات بالله إنه لمن الكاذبين. والخامسة أن غضب الله عليها إن كان من الصادقين. ولولا فضل الله عليكم ورحمته وأن الله تواب حكيم.,عقوبة رمي محصن غير دليل,لعنت الله عليه إن كان من الكاذبين
1685,24:23-26_24:2-5_815,إن الذين يرمون المحصنات الغافلات المؤمنات لعنوا في الدنيا والآخرة ولهم عذاب عظيم. يوم تشهد عليهم ألسنتهم وأيديهم وأرجلهم بما كانوا يعملون. يومئذ يوفيهم الله دينهم الحق ويعلمون أن الله هو الحق المبين. الخبيثات للخبيثين والخبيثون للخبيثات والطيبات للطيبين والطيبون للطيبات أولئك مبرءون مما يقولون لهم مغفرة ورزق كريم.,عقوبة رمي محصن غير دليل,لعنوا في الدنيا والآخرة
1686,24:23-26_24:2-5_815,إن الذين يرمون المحصنات الغافلات المؤمنات لعنوا في الدنيا والآخرة ولهم عذاب عظيم. يوم تشهد عليهم ألسنتهم وأيديهم وأرجلهم بما كانوا يعملون. يومئذ يوفيهم الله دينهم الحق ويعلمون أن الله هو الحق المبين. الخبيثات للخبيثين والخبيثون للخبيثات والطيبات للطيبين والطيبون للطيبات أولئك مبرءون مما يقولون لهم مغفرة ورزق كريم.,عقوبة رمي محصن غير دليل,لهم عذاب عظيم
1687,24:30-31_756,قل للمؤمنين يغضوا من أبصارهم ويحفظوا فروجهم ذلك أزكى لهم إن الله خبير بما يصنعون. وقل للمؤمنات يغضضن من أبصارهن ويحفظن فروجهن ولا يبدين زينتهن إلا ما ظهر منها وليضربن بخمرهن على جيوبهن ولا يبدين زينتهن إلا لبعولتهن أو آبائهن أو آباء بعولتهن أو أبنائهن أو أبناء بعولتهن أو إخوانهن أو بني إخوانهن أو بني أخواتهن أو نسائهن أو ما ملكت أيمانهن أو التابعين غير أولي الإربة من الرجال أو الطفل الذين لم يظهروا على عورات النساء ولا يضربن بأرجلهن ليعلم ما يخفين من زينتهن وتوبوا إلى الله جميعا أيه المؤمنون لعلكم تفلحون.,حجاب فرض نساء,ليضربن بخمرهن على جيوبهن
1688,33:53-55_24:30-31_756,يا أيها الذين آمنوا لا تدخلوا بيوت النبي إلا أن يؤذن لكم إلى طعام غير ناظرين إناه ولكن إذا دعيتم فادخلوا فإذا طعمتم فانتشروا ولا مستأنسين لحديث إن ذلكم كان يؤذي النبي فيستحيي منكم والله لا يستحيي من الحق وإذا سألتموهن متاعا فاسألوهن من وراء حجاب ذلكم أطهر لقلوبكم وقلوبهن وما كان لكم أن تؤذوا رسول الله ولا أن تنكحوا أزواجه من بعده أبدا إن ذلكم كان عند الله عظيما. إن تبدوا شيئا أو تخفوه فإن الله كان بكل شيء عليما. لا جناح عليهن في آبائهن ولا أبنائهن ولا إخوانهن ولا أبناء إخوانهن ولا أبناء أخواتهن ولا نسائهن ولا ما ملكت أيمانهن واتقين الله إن الله كان على كل شيء شهيدا.,حجاب فرض نساء,إذا سألتموهن متاعا فاسألوهن من وراء حجاب
1689,33:56-59_24:30-31_756,إن الله وملائكته يصلون على النبي يا أيها الذين آمنوا صلوا عليه وسلموا تسليما. إن الذين يؤذون الله ورسوله لعنهم الله في الدنيا والآخرة وأعد لهم عذابا مهينا. والذين يؤذون المؤمنين والمؤمنات بغير ما اكتسبوا فقد احتملوا بهتانا وإثما مبينا. يا أيها النبي قل لأزواجك وبناتك ونساء المؤمنين يدنين عليهن من جلابيبهن ذلك أدنى أن يعرفن فلا يؤذين وكان الله غفورا رحيما.,حجاب فرض نساء,يا أيها النبي قل لأزواجك وبناتك ونساء المؤمنين يدنين عليهن من جلابيبهن
1690,24:41-45_858,ألم تر أن الله يسبح له من في السماوات والأرض والطير صافات كل قد علم صلاته وتسبيحه والله عليم بما يفعلون. ولله ملك السماوات والأرض وإلى الله المصير. ألم تر أن الله يزجي سحابا ثم يؤلف بينه ثم يجعله ركاما فترى الودق يخرج من خلاله وينزل من السماء من جبال فيها من برد فيصيب به من يشاء ويصرفه عن من يشاء يكاد سنا برقه يذهب بالأبصار. يقلب الله الليل والنهار إن في ذلك لعبرة لأولي الأبصار. والله خلق كل دابة من ماء فمنهم من يمشي على بطنه ومنهم من يمشي على رجلين ومنهم من يمشي على أربع يخلق الله ما يشاء إن الله على كل شيء قدير.,ذكر قرآن حيوان تكلم,يسبح له من في السماوات والأرض والطير صافات كل قد علم صلاته وتسبيحه
1691,27:15-22_24:41-45_858,ولقد آتينا داوود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين. وورث سليمان داوود وقال يا أيها الناس علمنا منطق الطير وأوتينا من كل شيء إن هذا لهو الفضل المبين. وحشر لسليمان جنوده من الجن والإنس والطير فهم يوزعون. حتى إذا أتوا على واد النمل قالت نملة يا أيها النمل ادخلوا مساكنكم لا يحطمنكم سليمان وجنوده وهم لا يشعرون. فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين. وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين. لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين. فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين.,ذكر قرآن حيوان تكلم,قالت نملة يا أيها النمل ادخلوا مساكنكم لا يحطمنكم سليمان وجنوده وهم لا يشعرون
1692,27:20-28_24:41-45_858,وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين. لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين. فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين. إني وجدت امرأة تملكهم وأوتيت من كل شيء ولها عرش عظيم. وجدتها وقومها يسجدون للشمس من دون الله وزين لهم الشيطان أعمالهم فصدهم عن السبيل فهم لا يهتدون. ألا يسجدوا لله الذي يخرج الخبء في السماوات والأرض ويعلم ما تخفون وما تعلنون. الله لا إله إلا هو رب العرش العظيم. قال سننظر أصدقت أم كنت من الكاذبين. اذهب بكتابي هذا فألقه إليهم ثم تول عنهم فانظر ماذا يرجعون.,ذكر قرآن حيوان تكلم,قال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين
1693,27:82-88_24:41-45_858,وإذا وقع القول عليهم أخرجنا لهم دابة من الأرض تكلمهم أن الناس كانوا بآياتنا لا يوقنون. ويوم نحشر من كل أمة فوجا ممن يكذب بآياتنا فهم يوزعون. حتى إذا جاءوا قال أكذبتم بآياتي ولم تحيطوا بها علما أماذا كنتم تعملون. ووقع القول عليهم بما ظلموا فهم لا ينطقون. ألم يروا أنا جعلنا الليل ليسكنوا فيه والنهار مبصرا إن في ذلك لآيات لقوم يؤمنون. ويوم ينفخ في الصور ففزع من في السماوات ومن في الأرض إلا من شاء الله وكل أتوه داخرين. وترى الجبال تحسبها جامدة وهي تمر مر السحاب صنع الله الذي أتقن كل شيء إنه خبير بما تفعلون.,ذكر قرآن حيوان تكلم,أخرجنا لهم دابة من الأرض تكلمهم
1694,27:15-22490,ولقد آتينا داوود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين. وورث سليمان داوود وقال يا أيها الناس علمنا منطق الطير وأوتينا من كل شيء إن هذا لهو الفضل المبين. وحشر لسليمان جنوده من الجن والإنس والطير فهم يوزعون. حتى إذا أتوا على واد النمل قالت نملة يا أيها النمل ادخلوا مساكنكم لا يحطمنكم سليمان وجنوده وهم لا يشعرون. فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين. وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين. لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين. فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين.,ٱسم نبي تحدث هدهد,سليمان
1695,28:76-81776,إن قارون كان من قوم موسى فبغى عليهم وآتيناه من الكنوز ما إن مفاتحه لتنوء بالعصبة أولي القوة إذ قال له قومه لا تفرح إن الله لا يحب الفرحين. وابتغ فيما آتاك الله الدار الآخرة ولا تنس نصيبك من الدنيا وأحسن كما أحسن الله إليك ولا تبغ الفساد في الأرض إن الله لا يحب المفسدين. قال إنما أوتيته على علم عندي أولم يعلم أن الله قد أهلك من قبله من القرون من هو أشد منه قوة وأكثر جمعا ولا يسأل عن ذنوبهم المجرمون. فخرج على قومه في زينته قال الذين يريدون الحياة الدنيا يا ليت لنا مثل ما أوتي قارون إنه لذو حظ عظيم. وقال الذين أوتوا العلم ويلكم ثواب الله خير لمن آمن وعمل صالحا ولا يلقاها إلا الصابرون. فخسفنا به وبداره الأرض فما كان له من فئة ينصرونه من دون الله وما كان من المنتصرين.,ٱسم طاغي خسف الله دار أرض,قارون
1696,28:76-81_605,إن قارون كان من قوم موسى فبغى عليهم وآتيناه من الكنوز ما إن مفاتحه لتنوء بالعصبة أولي القوة إذ قال له قومه لا تفرح إن الله لا يحب الفرحين. وابتغ فيما آتاك الله الدار الآخرة ولا تنس نصيبك من الدنيا وأحسن كما أحسن الله إليك ولا تبغ الفساد في الأرض إن الله لا يحب المفسدين. قال إنما أوتيته على علم عندي أولم يعلم أن الله قد أهلك من قبله من القرون من هو أشد منه قوة وأكثر جمعا ولا يسأل عن ذنوبهم المجرمون. فخرج على قومه في زينته قال الذين يريدون الحياة الدنيا يا ليت لنا مثل ما أوتي قارون إنه لذو حظ عظيم. وقال الذين أوتوا العلم ويلكم ثواب الله خير لمن آمن وعمل صالحا ولا يلقاها إلا الصابرون. فخسفنا به وبداره الأرض فما كان له من فئة ينصرونه من دون الله وما كان من المنتصرين.,طاغي قارون,إن قارون كان من قوم موسى فبغى عليهم
1697,28:76-81_605,إن قارون كان من قوم موسى فبغى عليهم وآتيناه من الكنوز ما إن مفاتحه لتنوء بالعصبة أولي القوة إذ قال له قومه لا تفرح إن الله لا يحب الفرحين. وابتغ فيما آتاك الله الدار الآخرة ولا تنس نصيبك من الدنيا وأحسن كما أحسن الله إليك ولا تبغ الفساد في الأرض إن الله لا يحب المفسدين. قال إنما أوتيته على علم عندي أولم يعلم أن الله قد أهلك من قبله من القرون من هو أشد منه قوة وأكثر جمعا ولا يسأل عن ذنوبهم المجرمون. فخرج على قومه في زينته قال الذين يريدون الحياة الدنيا يا ليت لنا مثل ما أوتي قارون إنه لذو حظ عظيم. وقال الذين أوتوا العلم ويلكم ثواب الله خير لمن آمن وعمل صالحا ولا يلقاها إلا الصابرون. فخسفنا به وبداره الأرض فما كان له من فئة ينصرونه من دون الله وما كان من المنتصرين.,طاغي قارون,وآتيناه من الكنوز ما إن مفاتحه لتنوء بالعصبة أولي القوة
1698,28:76-81_605,إن قارون كان من قوم موسى فبغى عليهم وآتيناه من الكنوز ما إن مفاتحه لتنوء بالعصبة أولي القوة إذ قال له قومه لا تفرح إن الله لا يحب الفرحين. وابتغ فيما آتاك الله الدار الآخرة ولا تنس نصيبك من الدنيا وأحسن كما أحسن الله إليك ولا تبغ الفساد في الأرض إن الله لا يحب المفسدين. قال إنما أوتيته على علم عندي أولم يعلم أن الله قد أهلك من قبله من القرون من هو أشد منه قوة وأكثر جمعا ولا يسأل عن ذنوبهم المجرمون. فخرج على قومه في زينته قال الذين يريدون الحياة الدنيا يا ليت لنا مثل ما أوتي قارون إنه لذو حظ عظيم. وقال الذين أوتوا العلم ويلكم ثواب الله خير لمن آمن وعمل صالحا ولا يلقاها إلا الصابرون. فخسفنا به وبداره الأرض فما كان له من فئة ينصرونه من دون الله وما كان من المنتصرين.,طاغي قارون,قال له قومه لا تفرح إن الله لا يحب الفرحين
1699,28:76-81_605,إن قارون كان من قوم موسى فبغى عليهم وآتيناه من الكنوز ما إن مفاتحه لتنوء بالعصبة أولي القوة إذ قال له قومه لا تفرح إن الله لا يحب الفرحين. وابتغ فيما آتاك الله الدار الآخرة ولا تنس نصيبك من الدنيا وأحسن كما أحسن الله إليك ولا تبغ الفساد في الأرض إن الله لا يحب المفسدين. قال إنما أوتيته على علم عندي أولم يعلم أن الله قد أهلك من قبله من القرون من هو أشد منه قوة وأكثر جمعا ولا يسأل عن ذنوبهم المجرمون. فخرج على قومه في زينته قال الذين يريدون الحياة الدنيا يا ليت لنا مثل ما أوتي قارون إنه لذو حظ عظيم. وقال الذين أوتوا العلم ويلكم ثواب الله خير لمن آمن وعمل صالحا ولا يلقاها إلا الصابرون. فخسفنا به وبداره الأرض فما كان له من فئة ينصرونه من دون الله وما كان من المنتصرين.,طاغي قارون,قال إنما أوتيته على علم عندي
1700,28:76-81_605,إن قارون كان من قوم موسى فبغى عليهم وآتيناه من الكنوز ما إن مفاتحه لتنوء بالعصبة أولي القوة إذ قال له قومه لا تفرح إن الله لا يحب الفرحين. وابتغ فيما آتاك الله الدار الآخرة ولا تنس نصيبك من الدنيا وأحسن كما أحسن الله إليك ولا تبغ الفساد في الأرض إن الله لا يحب المفسدين. قال إنما أوتيته على علم عندي أولم يعلم أن الله قد أهلك من قبله من القرون من هو أشد منه قوة وأكثر جمعا ولا يسأل عن ذنوبهم المجرمون. فخرج على قومه في زينته قال الذين يريدون الحياة الدنيا يا ليت لنا مثل ما أوتي قارون إنه لذو حظ عظيم. وقال الذين أوتوا العلم ويلكم ثواب الله خير لمن آمن وعمل صالحا ولا يلقاها إلا الصابرون. فخسفنا به وبداره الأرض فما كان له من فئة ينصرونه من دون الله وما كان من المنتصرين.,طاغي قارون,فخرج على قومه في زينته
1701,29:38-40_28:76-81_605,وعادا وثمود وقد تبين لكم من مساكنهم وزين لهم الشيطان أعمالهم فصدهم عن السبيل وكانوا مستبصرين. وقارون وفرعون وهامان ولقد جاءهم موسى بالبينات فاستكبروا في الأرض وما كانوا سابقين. فكلا أخذنا بذنبه فمنهم من أرسلنا عليه حاصبا ومنهم من أخذته الصيحة ومنهم من خسفنا به الأرض ومنهم من أغرقنا وما كان الله ليظلمهم ولكن كانوا أنفسهم يظلمون.,طاغي قارون,قارون وفرعون وهامان ولقد جاءهم موسى بالبينات فاستكبروا في الأرض وما كانوا سابقين. فكلا أخذنا بذنبه فمنهم من أرسلنا عليه حاصبا ومنهم من أخذته الصيحة ومنهم من خسفنا به الأرض
1702,40:23-27_28:76-81_605,ولقد أرسلنا موسى بآياتنا وسلطان مبين. إلى فرعون وهامان وقارون فقالوا ساحر كذاب. فلما جاءهم بالحق من عندنا قالوا اقتلوا أبناء الذين آمنوا معه واستحيوا نساءهم وما كيد الكافرين إلا في ضلال. وقال فرعون ذروني أقتل موسى وليدع ربه إني أخاف أن يبدل دينكم أو أن يظهر في الأرض الفساد. وقال موسى إني عذت بربي وربكم من كل متكبر لا يؤمن بيوم الحساب.,طاغي قارون,لقد أرسلنا موسى بآياتنا وسلطان مبين. إلى فرعون وهامان وقارون فقالوا ساحر كذاب
1703,29:46-47363,ولا تجادلوا أهل الكتاب إلا بالتي هي أحسن إلا الذين ظلموا منهم وقولوا آمنا بالذي أنزل إلينا وأنزل إليكم وإلهنا وإلهكم واحد ونحن له مسلمون. وكذلك أنزلنا إليك الكتاب فالذين آتيناهم الكتاب يؤمنون به ومن هؤلاء من يؤمن به وما يجحد بآياتنا إلا الكافرون.,وجب مؤمن مجادلة أهل كتاب جاء قرآن,لا تجادلوا أهل الكتاب إلا بالتي هي أحسن إلا الذين ظلموا منهم
